timestamp,weather_text,has_precipitation,precipitation_type,is_daytime,temp_c,realfeel_temp_c,apparent_temp_c,relative_humidity,dewpoint_c,wind_direction_degrees,wind_direction_localized,wind_speed_kmh,wind_gust_kmh,uv_index,uv_index_text,cloud_cover_perc,cloud_ceiling_m,pressure_mb,wetbulb_temp_c
2026-01-01 00:00:00+00:00,Light rain shower,True,Rain,False,13.6,11.4,11.4,78,9.8,272,W,26.3,37.1,0,low,63,,1008.0,
2026-01-01 01:00:00+00:00,Patchy rain possible,True,Rain,False,13.4,11.3,11.3,76,9.2,277,W,25.9,38.5,0,low,55,,1008.0,
2026-01-01 02:00:00+00:00,Patchy rain possible,False,,False,13.2,11.0,11.0,72,8.3,280,W,26.3,40.3,0,low,79,,1009.0,
2026-01-01 03:00:00+00:00,Clear,False,,False,12.4,10.1,10.1,74,7.9,283,WNW,24.5,40.3,0,low,7,,1009.0,
2026-01-01 04:00:00+00:00,Clear,False,,False,12.2,9.7,9.7,74,7.6,284,WNW,25.2,41.8,0,low,5,,1009.0,
2026-01-01 05:00:00+00:00,Patchy rain possible,False,,False,12.1,9.5,9.5,74,7.6,280,W,26.6,42.8,0,low,81,,1009.0,
2026-01-01 06:00:00+00:00,Partly cloudy,False,,False,12.6,10.1,10.1,73,7.9,279,W,28.1,40.7,0,low,28,,1009.0,
2026-01-01 07:00:00+00:00,Patchy rain possible,False,,True,12.8,10.2,10.2,71,7.7,280,W,30.2,41.8,0,low,77,,1010.0,
2026-01-01 08:00:00+00:00,Patchy rain possible,False,,True,13.5,10.8,10.8,66,7.3,275,W,35.6,43.9,0,low,87,,1010.0,
2026-01-01 09:00:00+00:00,Patchy rain possible,False,,True,14.2,11.5,11.5,65,7.8,272,W,43.6,50.0,0,low,81,,1010.0,
2026-01-01 10:00:00+00:00,Partly cloudy,False,,True,14.6,11.9,11.9,58,6.5,273,W,48.2,55.4,0,low,28,,1011.0,
2026-01-01 11:00:00+00:00,Sunny,False,,True,14.6,11.7,11.7,56,6.0,273,W,51.8,59.8,1,low,8,,1011.0,
2026-01-01 12:00:00+00:00,Sunny,False,,True,14.3,11.3,11.3,54,5.2,273,W,52.6,60.5,1,low,3,,1011.0,
2026-01-01 13:00:00+00:00,Sunny,False,,True,14.1,10.9,10.9,54,4.9,275,W,54.0,61.9,1,low,2,,1010.0,
2026-01-01 14:00:00+00:00,Sunny,False,,True,13.6,10.2,10.2,54,4.5,276,W,54.0,61.9,0,low,2,,1011.0,
2026-01-01 15:00:00+00:00,Sunny,False,,True,12.8,9.3,9.3,53,3.5,277,W,50.8,58.3,0,low,1,,1011.0,
2026-01-01 16:00:00+00:00,Sunny,False,,True,11.8,8.1,8.1,57,3.5,281,WNW,45.7,52.6,0,low,2,,1011.0,
2026-01-01 17:00:00+00:00,Clear,False,,False,10.8,7.1,7.1,57,2.5,288,WNW,38.9,46.8,0,low,8,,1012.0,
2026-01-01 18:00:00+00:00,Clear,False,,False,10.3,7.0,7.0,57,2.2,291,WNW,28.4,34.6,0,low,9,,1013.0,
2026-01-01 19:00:00+00:00,Clear,False,,False,9.9,7.4,7.4,61,2.7,289,WNW,19.1,24.5,0,low,5,,1014.0,
2026-01-01 20:00:00+00:00,Clear,False,,False,9.6,7.6,7.6,60,2.3,317,NW,13.7,18.4,0,low,0,,1015.0,
2026-01-01 21:00:00+00:00,Clear,False,,False,9.3,7.4,7.4,59,1.7,327,NNW,13.0,17.3,0,low,0,,1016.0,
2026-01-01 22:00:00+00:00,Clear,False,,False,9.2,7.4,7.4,59,1.5,326,NNW,11.2,15.5,0,low,2,,1017.0,
2026-01-01 23:00:00+00:00,Clear,False,,False,8.9,6.8,6.8,58,1.1,308,NW,13.0,18.0,0,low,1,,1017.0,
2026-01-02 00:00:00+00:00,Clear,False,,False,8.7,7.0,7.0,61,1.5,334,NNW,10.1,14.0,0,low,0,,1017.0,
2026-01-02 01:00:00+00:00,Clear,False,,False,8.1,6.2,6.2,63,1.6,7,N,11.2,15.1,0,low,4,,1018.0,
2026-01-02 02:00:00+00:00,Clear,False,,False,7.8,6.2,6.2,66,1.7,30,NNE,8.6,11.5,0,low,21,,1019.0,
2026-01-02 03:00:00+00:00,Clear,False,,False,7.8,6.8,6.8,66,1.9,31,NNE,6.5,8.3,0,low,12,,1019.0,
2026-01-02 04:00:00+00:00,Clear,False,,False,7.6,6.7,6.7,66,1.8,22,NNE,6.1,8.3,0,low,8,,1019.0,
2026-01-02 05:00:00+00:00,Clear,False,,False,7.7,7.2,7.2,65,1.7,12,NNE,5.0,6.5,0,low,14,,1020.0,
2026-01-02 06:00:00+00:00,Clear,False,,False,7.8,7.3,7.3,65,1.7,28,NNE,4.7,6.1,0,low,21,,1021.0,
2026-01-02 07:00:00+00:00,Sunny,False,,True,7.7,6.8,6.8,65,1.6,47,NE,6.1,8.3,0,low,18,,1022.0,
2026-01-02 08:00:00+00:00,Sunny,False,,True,8.3,7.4,7.4,63,1.6,39,NE,6.5,7.6,0,low,13,,1022.0,
2026-01-02 09:00:00+00:00,Sunny,False,,True,9.2,9.4,9.4,59,1.5,53,NE,3.6,4.0,0,low,17,,1023.0,
2026-01-02 10:00:00+00:00,Sunny,False,,True,9.9,9.9,9.9,56,1.6,99,E,1.4,1.8,0,low,14,,1024.0,
2026-01-02 11:00:00+00:00,Sunny,False,,True,10.6,11.0,11.0,53,1.5,209,SSW,3.2,3.6,1,low,18,,1023.0,
2026-01-02 12:00:00+00:00,Sunny,False,,True,11.2,10.7,10.7,50,1.2,219,SW,6.8,7.9,1,low,12,,1023.0,
2026-01-02 13:00:00+00:00,Sunny,False,,True,11.8,10.8,10.8,47,1.0,225,SW,10.1,11.5,1,low,3,,1022.0,
2026-01-02 14:00:00+00:00,Sunny,False,,True,12.2,10.9,10.9,47,1.2,225,SW,12.6,14.4,0,low,0,,1022.0,
2026-01-02 15:00:00+00:00,Sunny,False,,True,12.2,10.8,10.8,49,1.7,225,SW,13.0,14.8,0,low,0,,1022.0,
2026-01-02 16:00:00+00:00,Sunny,False,,True,11.9,10.5,10.5,51,2.2,228,SW,13.0,14.8,0,low,2,,1023.0,
2026-01-02 17:00:00+00:00,Clear,False,,False,10.6,9.4,9.4,57,2.5,242,WSW,10.1,13.7,0,low,2,,1023.0,
2026-01-02 18:00:00+00:00,Clear,False,,False,10.2,9.7,9.7,59,2.5,270,W,6.1,8.6,0,low,2,,1024.0,
2026-01-02 19:00:00+00:00,Clear,False,,False,9.9,9.6,9.6,59,2.3,309,NW,5.0,7.2,0,low,0,,1024.0,
2026-01-02 20:00:00+00:00,Clear,False,,False,9.7,9.5,9.5,60,2.3,337,NNW,4.7,6.8,0,low,0,,1025.0,
2026-01-02 21:00:00+00:00,Clear,False,,False,9.5,9.3,9.3,61,2.3,331,NNW,4.7,6.8,0,low,0,,1025.0,
2026-01-02 22:00:00+00:00,Clear,False,,False,9.3,9.1,9.1,61,2.1,333,NNW,4.7,7.2,0,low,0,,1026.0,
2026-01-02 23:00:00+00:00,Clear,False,,False,9.1,9.1,9.1,60,1.8,335,NNW,4.0,6.5,0,low,0,,1026.0,
2026-01-03 00:00:00+00:00,Clear,False,,False,9.1,9.4,9.4,62,2.2,0,N,3.2,5.4,0,low,0,,1026.0,
2026-01-03 01:00:00+00:00,Clear,False,,False,8.9,8.9,8.9,63,2.2,345,NNW,2.9,4.7,0,low,0,,1026.0,
2026-01-03 02:00:00+00:00,Clear,False,,False,8.9,8.9,8.9,63,2.1,338,NNW,2.9,4.7,0,low,0,,1026.0,
2026-01-03 03:00:00+00:00,Clear,False,,False,8.8,8.9,8.9,62,1.9,328,NNW,3.6,6.1,0,low,0,,1026.0,
2026-01-03 04:00:00+00:00,Clear,False,,False,8.7,8.0,8.0,62,1.8,327,NNW,5.8,9.7,0,low,10,,1026.0,
2026-01-03 05:00:00+00:00,Clear,False,,False,8.5,7.9,7.9,63,1.9,328,NNW,5.8,9.7,0,low,19,,1026.0,
2026-01-03 06:00:00+00:00,Overcast,False,,False,8.3,7.5,7.5,64,2.0,333,NNW,5.8,10.1,0,low,99,,1027.0,
2026-01-03 07:00:00+00:00,Partly cloudy,False,,True,8.2,7.6,7.6,65,2.0,337,NNW,5.4,9.7,0,low,32,,1027.0,
2026-01-03 08:00:00+00:00,Sunny,False,,True,9.2,9.0,9.0,63,2.5,339,NNW,4.7,7.2,0,low,6,,1028.0,
2026-01-03 09:00:00+00:00,Sunny,False,,True,10.4,10.8,10.8,57,2.2,334,NNW,3.2,4.3,0,low,22,,1029.0,
2026-01-03 10:00:00+00:00,Sunny,False,,True,11.6,11.6,11.6,55,3.0,200,SSW,2.2,2.5,0,low,0,,1029.0,
2026-01-03 11:00:00+00:00,Sunny,False,,True,12.6,12.8,12.8,54,3.4,224,SW,4.7,5.4,1,low,0,,1029.0,
2026-01-03 12:00:00+00:00,Sunny,False,,True,13.0,12.8,12.8,52,3.5,211,SSW,6.8,7.9,1,low,0,,1028.0,
2026-01-03 13:00:00+00:00,Sunny,False,,True,13.4,13.0,13.0,51,3.6,198,SSW,7.9,9.0,1,low,0,,1027.0,
2026-01-03 14:00:00+00:00,Sunny,False,,True,13.5,12.8,12.8,52,3.8,189,S,9.7,11.2,0,low,0,,1027.0,
2026-01-03 15:00:00+00:00,Sunny,False,,True,13.3,12.7,12.7,53,4.0,187,S,9.0,10.4,0,low,0,,1027.0,
2026-01-03 16:00:00+00:00,Sunny,False,,True,12.8,12.4,12.4,56,4.3,172,S,7.2,8.3,0,low,0,,1028.0,
2026-01-03 17:00:00+00:00,Clear,False,,False,11.3,11.3,11.3,63,4.6,169,S,5.0,7.2,0,low,0,,1028.0,
2026-01-03 18:00:00+00:00,Clear,False,,False,10.9,10.9,10.9,66,4.8,109,ESE,4.7,6.8,0,low,4,,1028.0,
2026-01-03 19:00:00+00:00,Clear,False,,False,10.6,11.1,11.1,67,4.7,26,NNE,3.2,5.0,0,low,9,,1029.0,
2026-01-03 20:00:00+00:00,Clear,False,,False,10.5,10.6,10.6,67,4.7,23,NNE,4.0,6.1,0,low,11,,1029.0,
2026-01-03 21:00:00+00:00,Clear,False,,False,10.3,10.0,10.0,68,4.7,26,NNE,5.4,8.3,0,low,8,,1029.0,
2026-01-03 22:00:00+00:00,Clear,False,,False,10.2,9.8,9.8,68,4.7,15,NNE,5.4,8.6,0,low,3,,1030.0,
2026-01-03 23:00:00+00:00,Clear,False,,False,10.0,9.4,9.4,69,4.6,16,NNE,6.5,10.4,0,low,0,,1030.0,
2026-01-04 00:00:00+00:00,Clear,False,,False,10.0,9.0,9.0,68,4.3,20,NNE,7.9,12.6,0,low,3,,1029.0,
2026-01-04 01:00:00+00:00,Clear,False,,False,9.8,8.6,8.6,68,4.3,23,NNE,9.0,14.4,0,low,3,,1029.0,
2026-01-04 02:00:00+00:00,Clear,False,,False,9.7,8.4,8.4,68,4.2,22,NNE,9.4,15.1,0,low,3,,1029.0,
2026-01-04 03:00:00+00:00,Clear,False,,False,9.1,7.7,7.7,68,3.6,22,NNE,9.4,16.2,0,low,3,,1028.0,
2026-01-04 04:00:00+00:00,Clear,False,,False,8.8,7.2,7.2,68,3.2,23,NNE,10.1,18.4,0,low,3,,1028.0,
2026-01-04 05:00:00+00:00,Clear,False,,False,8.5,6.8,6.8,68,2.9,22,NNE,10.1,19.1,0,low,3,,1028.0,
2026-01-04 06:00:00+00:00,Clear,False,,False,8.5,6.7,6.7,67,2.6,22,NNE,10.8,20.5,0,low,3,,1028.0,
2026-01-04 07:00:00+00:00,Sunny,False,,True,8.4,6.5,6.5,66,2.4,24,NNE,11.2,21.2,0,low,3,,1029.0,
2026-01-04 08:00:00+00:00,Sunny,False,,True,9.7,8.0,8.0,63,3.0,28,NNE,11.5,18.4,0,low,3,,1029.0,
2026-01-04 09:00:00+00:00,Sunny,False,,True,11.3,10.0,10.0,58,3.4,45,NE,11.2,14.0,0,low,2,,1029.0,
2026-01-04 10:00:00+00:00,Sunny,False,,True,12.7,11.6,11.6,57,4.5,60,ENE,12.6,14.4,0,low,0,,1029.0,
2026-01-04 11:00:00+00:00,Sunny,False,,True,13.7,12.6,12.6,55,4.8,66,ENE,13.3,15.5,1,low,0,,1028.0,
2026-01-04 12:00:00+00:00,Sunny,False,,True,14.3,13.3,13.3,52,4.6,71,ENE,14.8,16.9,1,low,0,,1026.0,
2026-01-04 13:00:00+00:00,Sunny,False,,True,14.8,13.9,13.9,50,4.5,75,ENE,14.4,16.6,1,low,0,,1026.0,
2026-01-04 14:00:00+00:00,Sunny,False,,True,14.9,13.9,13.9,51,5.0,80,E,15.5,18.0,0,low,10,,1026.0,
2026-01-04 15:00:00+00:00,Overcast,False,,True,14.6,13.5,13.5,55,5.8,76,ENE,16.6,19.1,0,low,100,,1025.0,
2026-01-04 16:00:00+00:00,Overcast,False,,True,13.8,12.5,12.5,63,6.8,69,ENE,16.6,19.1,0,low,100,,1025.0,
2026-01-04 17:00:00+00:00,Cloudy,False,,False,12.6,10.9,10.9,68,6.8,55,NE,16.6,22.7,0,low,71,,1025.0,
2026-01-04 18:00:00+00:00,Overcast,False,,False,12.0,10.4,10.4,69,6.6,42,NE,15.5,22.0,0,low,100,,1026.0,
2026-01-04 19:00:00+00:00,Cloudy,False,,False,11.5,9.7,9.7,71,6.5,35,NE,15.5,22.7,0,low,81,,1026.0,
2026-01-04 20:00:00+00:00,Overcast,False,,False,11.2,9.4,9.4,71,6.2,28,NNE,14.4,22.0,0,low,100,,1026.0,
2026-01-04 21:00:00+00:00,Clear,False,,False,11.0,9.3,9.3,70,5.8,33,NNE,13.7,21.2,0,low,4,,1026.0,
2026-01-04 22:00:00+00:00,Clear,False,,False,10.8,9.1,9.1,68,5.2,32,NNE,13.3,21.6,0,low,5,,1026.0,
2026-01-04 23:00:00+00:00,Overcast,False,,False,10.8,9.0,9.0,65,4.5,27,NNE,14.4,24.1,0,low,100,,1026.0,
2026-01-05 00:00:00+00:00,Overcast,False,,False,11.3,9.4,9.4,63,4.5,25,NNE,15.8,26.6,0,low,100,,1025.0,
2026-01-05 01:00:00+00:00,Overcast,False,,False,11.2,9.5,9.5,61,4.0,28,NNE,14.8,25.9,0,low,100,,1025.0,
2026-01-05 02:00:00+00:00,Cloudy,False,,False,11.2,9.5,9.5,59,3.5,32,NNE,13.7,24.5,0,low,72,,1025.0,
2026-01-05 03:00:00+00:00,Partly cloudy,False,,False,11.1,9.3,9.3,58,3.1,30,NNE,14.8,27.0,0,low,37,,1024.0,
2026-01-05 04:00:00+00:00,Partly cloudy,False,,False,11.1,9.2,9.2,57,3.0,29,NNE,15.5,28.4,0,low,32,,1024.0,
2026-01-05 05:00:00+00:00,Clear,False,,False,11.2,9.3,9.3,57,3.1,24,NNE,15.8,29.2,0,low,12,,1023.0,
2026-01-05 06:00:00+00:00,Clear,False,,False,11.3,9.5,9.5,57,3.1,30,NNE,14.4,27.0,0,low,9,,1024.0,
2026-01-05 07:00:00+00:00,Sunny,False,,True,11.3,9.5,9.5,58,3.3,30,NNE,14.8,27.7,0,low,0,,1024.0,
2026-01-05 08:00:00+00:00,Sunny,False,,True,12.6,11.2,11.2,57,4.2,24,NNE,14.0,22.0,0,low,0,,1024.0,
2026-01-05 09:00:00+00:00,Sunny,False,,True,14.6,13.9,13.9,50,4.4,34,NE,11.9,14.0,0,low,0,,1024.0,
2026-01-05 10:00:00+00:00,Sunny,False,,True,15.8,15.8,15.8,47,4.5,54,NE,11.9,13.7,0,low,0,,1024.0,
2026-01-05 11:00:00+00:00,Sunny,False,,True,16.7,16.6,16.6,45,4.7,67,ENE,13.7,15.8,1,low,0,,1023.0,
2026-01-05 12:00:00+00:00,Sunny,False,,True,17.3,17.3,17.3,44,5.0,72,ENE,15.5,18.0,1,low,0,,1022.0,
2026-01-05 13:00:00+00:00,Sunny,False,,True,17.6,17.6,17.6,44,5.3,77,ENE,17.3,19.8,1,low,0,,1021.0,
2026-01-05 13:12:00+00:00,mostly sunny,False,,True,17.8,15.3,17.8,51,7.8,90,e,35.2,35.2,2,low,11,12192.0,1020.0,12.2
2026-01-05 13:22:00+00:00,mostly sunny,False,,True,17.8,15.3,17.8,51,7.8,90,e,35.2,35.2,2,low,11,12192.0,1020.0,12.2
2026-01-05 13:42:00+00:00,mostly sunny,False,,True,17.2,14.4,17.8,55,7.8,90,e,37.0,37.0,2,low,11,12192.0,1020.0,12.0
2026-01-05 13:57:00+00:00,mostly sunny,False,,True,17.2,14.4,17.8,55,7.8,90,e,37.0,37.0,2,low,11,12192.0,1020.0,12.0
2026-01-05 14:00:00+00:00,Sunny,False,,True,17.6,17.6,17.6,45,5.7,77,ENE,19.4,22.3,0,low,0,,1021.0,
2026-01-05 14:17:00+00:00,mostly sunny,False,,True,17.2,14.1,17.8,55,7.8,90,e,35.2,35.2,1,low,11,12192.0,1020.0,12.0
2026-01-05 14:22:00+00:00,mostly sunny,False,,True,17.2,14.1,17.8,55,7.8,90,e,35.2,35.2,1,low,11,12192.0,1020.0,12.0
2026-01-05 14:47:00+00:00,partly sunny,False,,True,17.2,14.2,17.8,55,7.8,90,e,33.3,33.3,1,low,31,12192.0,1020.0,12.0
2026-01-05 14:52:00+00:00,partly cloudy,False,,False,17.2,14.2,17.8,55,7.8,90,e,33.3,33.3,1,low,31,12192.0,1020.0,12.0
2026-01-05 15:00:00+00:00,Sunny,False,,True,17.2,17.2,17.2,48,6.2,75,ENE,18.7,21.6,0,low,0,,1021.0,
2026-01-05 15:12:00+00:00,partly cloudy,False,,False,16.1,12.2,17.8,51,6.1,68,ene,35.2,35.2,0,low,31,12192.0,1020.0,10.7
2026-01-05 15:27:00+00:00,mostly cloudy,False,,False,16.1,12.3,17.2,47,5.0,68,ene,33.3,33.3,0,low,76,12192.0,1020.0,10.3
2026-01-05 15:42:00+00:00,partly cloudy,False,,False,16.1,12.3,17.2,47,5.0,68,ene,33.3,33.3,0,low,31,12192.0,1020.0,10.3
2026-01-05 15:57:00+00:00,mostly cloudy,False,,False,16.1,12.3,17.2,47,5.0,68,ene,33.3,33.3,0,low,76,12192.0,1020.0,10.3
2026-01-05 16:00:00+00:00,Sunny,False,,True,16.3,16.3,16.3,54,6.9,71,ENE,15.8,18.4,0,low,1,,1021.0,
2026-01-05 16:07:00+00:00,mostly cloudy,False,,False,16.1,12.2,17.2,47,5.0,68,ene,35.2,35.2,0,low,76,12192.0,1020.0,10.3
2026-01-05 16:22:00+00:00,mostly cloudy,False,,False,16.1,12.2,17.2,47,5.0,68,ene,35.2,35.2,0,low,76,12192.0,1020.0,10.3
2026-01-05 16:42:00+00:00,mostly cloudy,False,,False,16.1,12.5,17.2,47,5.0,68,ene,31.5,31.5,0,low,76,12192.0,1020.0,10.3
2026-01-05 16:52:00+00:00,mostly cloudy,False,,False,16.1,12.5,17.2,47,5.0,68,ene,31.5,31.5,0,low,76,12192.0,1020.0,10.3
2026-01-05 17:00:00+00:00,Clear,False,,False,14.3,13.1,13.1,61,6.9,59,ENE,16.2,24.5,0,low,20,,1021.0,
2026-01-05 17:08:00+00:00,mostly cloudy,False,,False,16.1,12.6,17.8,51,6.1,68,ene,29.6,29.6,0,low,76,12192.0,1021.0,10.7
2026-01-05 17:27:00+00:00,partly cloudy,False,,False,16.1,12.6,17.8,51,6.1,68,ene,29.6,29.6,0,low,31,12192.0,1021.0,10.7
2026-01-05 17:42:00+00:00,partly cloudy,False,,False,16.1,12.6,17.8,51,6.1,68,ene,29.6,29.6,0,low,31,12192.0,1021.0,10.7
2026-01-05 17:57:00+00:00,partly cloudy,False,,False,16.1,12.6,17.8,51,6.1,68,ene,29.6,29.6,0,low,31,12192.0,1021.0,10.7
2026-01-05 18:00:00+00:00,Clear,False,,False,13.6,12.4,12.4,63,6.7,42,NE,15.1,24.1,0,low,15,,1022.0,
2026-01-05 18:12:00+00:00,partly cloudy,False,,False,16.1,12.6,17.8,51,6.1,68,ene,29.6,29.6,0,low,31,12192.0,1021.0,10.7
2026-01-05 18:32:00+00:00,mostly cloudy,False,,False,16.1,12.6,17.8,54,7.2,68,ene,29.6,29.6,0,low,76,12192.0,1020.0,11.3
2026-01-05 18:37:00+00:00,partly cloudy,False,,False,16.1,12.6,17.8,54,7.2,68,ene,29.6,29.6,0,low,31,12192.0,1020.0,11.3
2026-01-05 18:57:00+00:00,mostly cloudy,False,,False,16.1,12.6,17.8,54,7.2,68,ene,29.6,29.6,0,low,76,12192.0,1020.0,11.3
2026-01-05 19:00:00+00:00,Overcast,False,,False,13.6,12.5,12.5,61,6.3,35,NE,13.7,22.3,0,low,95,,1022.0,
2026-01-05 19:12:00+00:00,partly cloudy,False,,False,16.1,12.8,17.8,54,7.2,68,ene,27.8,27.8,0,low,31,12192.0,1021.0,11.3
2026-01-05 19:27:00+00:00,mostly cloudy,False,,False,16.1,12.8,17.8,51,6.1,68,ene,27.8,27.8,0,low,76,12192.0,1021.0,10.7
2026-01-05 19:47:00+00:00,partly cloudy,False,,False,16.1,12.8,17.8,51,6.1,68,ene,27.8,27.8,0,low,31,12192.0,1021.0,10.7
2026-01-05 19:57:00+00:00,mostly cloudy,False,,False,16.1,12.8,17.8,51,6.1,68,ene,27.8,27.8,0,low,76,12192.0,1021.0,10.7
2026-01-05 20:00:00+00:00,Overcast,False,,False,13.6,12.6,12.6,60,6.0,36,NE,12.2,20.5,0,low,100,,1022.0,
2026-01-05 20:07:00+00:00,mostly cloudy,False,,False,16.1,12.9,17.8,51,6.1,68,ene,25.9,25.9,0,low,76,12192.0,1021.0,10.7
2026-01-05 20:27:00+00:00,partly cloudy,False,,False,16.1,12.8,17.8,54,7.2,68,ene,27.8,27.8,0,low,31,12192.0,1020.0,11.3
2026-01-05 20:37:00+00:00,partly cloudy,False,,False,16.1,12.8,17.8,54,7.2,68,ene,27.8,27.8,0,low,31,12192.0,1020.0,11.3
2026-01-05 20:47:00+00:00,partly cloudy,False,,False,16.1,12.8,17.8,54,7.2,68,ene,27.8,27.8,0,low,31,12192.0,1020.0,11.3
2026-01-05 21:00:00+00:00,Partly cloudy,False,,False,13.4,12.5,12.5,59,5.6,38,NE,12.2,20.9,0,low,32,,1022.0,
2026-01-05 21:12:00+00:00,partly cloudy,False,,False,16.1,12.8,18.3,58,7.8,68,ene,27.8,27.8,0,low,31,12192.0,1020.0,11.5
2026-01-05 21:26:00+00:00,mostly cloudy,False,,False,16.1,12.6,18.3,63,8.9,68,ene,29.6,29.6,0,low,76,12192.0,1020.0,12.0
2026-01-05 21:42:00+00:00,partly cloudy,False,,False,16.1,12.6,18.3,63,8.9,68,ene,29.6,29.6,0,low,31,12192.0,1020.0,12.0
2026-01-05 21:47:00+00:00,mostly cloudy,False,,False,16.1,12.6,18.3,63,8.9,68,ene,29.6,29.6,0,low,76,12192.0,1020.0,12.0
2026-01-05 22:00:00+00:00,Clear,False,,False,13.3,12.3,12.3,58,5.1,38,NE,12.2,21.2,0,low,8,,1022.0,
2026-01-05 22:07:00+00:00,mostly cloudy,False,,False,16.1,12.5,18.3,67,10.0,68,ene,31.5,31.5,0,low,76,12192.0,1020.0,12.8
2026-01-05 22:27:00+00:00,mostly cloudy,False,,False,16.1,12.5,18.3,67,10.0,68,ene,31.5,31.5,0,low,76,12192.0,1020.0,12.8
2026-01-05 22:42:00+00:00,mostly cloudy,False,,False,16.1,12.5,18.3,67,10.0,68,ene,31.5,31.5,0,low,76,12192.0,1020.0,12.8
2026-01-05 22:57:00+00:00,cloudy,False,,False,13.5,10.0,16.1,65,7.1,23,nne,22.6,26.9,0,low,99,12192.0,1020.3,10.1
2026-01-05 23:00:00+00:00,Overcast,False,,False,13.2,12.1,12.1,56,4.6,37,NE,13.3,23.8,0,low,100,,1022.0,
2026-01-05 23:12:00+00:00,partly cloudy,False,,False,16.1,12.8,18.3,63,8.9,68,ene,27.8,27.8,0,low,31,12192.0,1020.0,12.0
2026-01-05 23:27:00+00:00,partly cloudy,False,,False,16.1,12.8,18.3,63,8.9,68,ene,27.8,27.8,0,low,31,12192.0,1020.0,12.0
2026-01-05 23:47:00+00:00,partly cloudy,False,,False,16.1,12.8,18.3,63,8.9,68,ene,27.8,27.8,0,low,31,12192.0,1020.0,12.0
2026-01-06 00:07:00+00:00,mostly cloudy,False,,False,16.1,12.9,18.3,67,10.0,68,ene,25.9,25.9,0,low,76,12192.0,1020.0,12.8
2026-01-06 00:27:00+00:00,partly cloudy,False,,False,16.1,12.9,18.3,67,10.0,68,ene,25.9,25.9,0,low,31,12192.0,1020.0,12.8
2026-01-06 00:42:00+00:00,mostly clear,False,,False,16.1,12.9,18.3,67,10.0,68,ene,25.9,25.9,0,low,11,12192.0,1020.0,12.8
2026-01-06 00:57:00+00:00,mostly clear,False,,False,16.1,12.9,18.3,67,10.0,68,ene,25.9,25.9,0,low,11,12192.0,1020.0,12.8
2026-01-06 01:07:00+00:00,mostly clear,False,,False,16.1,12.9,18.3,67,10.0,68,ene,25.9,25.9,0,low,11,12192.0,1019.0,12.8
2026-01-06 01:27:00+00:00,clear,False,,False,16.1,12.9,18.3,67,10.0,68,ene,25.9,25.9,0,low,0,12192.0,1019.0,12.8
2026-01-06 01:37:00+00:00,clear,False,,False,16.1,12.9,18.3,67,10.0,68,ene,25.9,25.9,0,low,0,12192.0,1019.0,12.8
2026-01-06 01:47:00+00:00,mostly clear,False,,False,16.1,12.9,18.3,67,10.0,68,ene,25.9,25.9,0,low,11,12192.0,1019.0,12.8
2026-01-06 02:12:00+00:00,mostly clear,False,,False,16.1,12.8,18.3,67,10.0,68,ene,27.8,27.8,0,low,11,12192.0,1019.0,12.8
2026-01-06 02:27:00+00:00,mostly clear,False,,False,16.1,12.8,18.3,67,10.0,68,ene,27.8,27.8,0,low,11,12192.0,1019.0,12.8
2026-01-06 02:37:00+00:00,mostly clear,False,,False,16.1,12.8,18.3,67,10.0,68,ene,27.8,27.8,0,low,11,12192.0,1019.0,12.8
2026-01-06 02:57:00+00:00,mostly clear,False,,False,16.1,12.8,18.3,67,10.0,68,ene,27.8,27.8,0,low,11,12192.0,1019.0,12.8
2026-01-06 03:12:00+00:00,mostly clear,False,,False,16.1,12.8,18.3,67,10.0,68,ene,27.8,27.8,0,low,11,12192.0,1019.0,12.8
2026-01-06 03:22:00+00:00,mostly clear,False,,False,16.1,12.8,18.3,67,10.0,68,ene,27.8,27.8,0,low,11,12192.0,1019.0,12.8
2026-01-06 03:42:00+00:00,clear,False,,False,16.1,12.8,18.3,67,10.0,68,ene,27.8,27.8,0,low,0,12192.0,1019.0,12.8
2026-01-06 03:57:00+00:00,clear,False,,False,16.1,12.8,18.3,67,10.0,68,ene,27.8,27.8,0,low,0,12192.0,1019.0,12.8
2026-01-06 04:12:00+00:00,clear,False,,False,16.1,12.9,18.3,63,8.9,68,ene,25.9,25.9,0,low,0,12192.0,1020.0,12.0
2026-01-06 04:22:00+00:00,clear,False,,False,16.1,12.9,18.3,63,8.9,68,ene,25.9,25.9,0,low,0,12192.0,1020.0,12.0
2026-01-06 04:37:00+00:00,clear,False,,False,16.1,12.9,18.3,63,8.9,68,ene,25.9,25.9,0,low,0,12192.0,1020.0,12.0
2026-01-06 04:52:00+00:00,clear,False,,False,16.1,12.9,18.3,63,8.9,68,ene,25.9,25.9,0,low,0,12192.0,1020.0,12.0
2026-01-06 05:17:00+00:00,sunny,False,,True,16.1,13.1,18.3,63,8.9,68,ene,24.1,24.1,0,low,0,12192.0,1020.0,12.0
2026-01-06 05:22:00+00:00,sunny,False,,True,16.1,13.1,18.3,63,8.9,68,ene,24.1,24.1,0,low,0,12192.0,1020.0,12.0
2026-01-06 05:42:00+00:00,sunny,False,,True,13.9,10.3,16.7,62,7.2,68,ene,24.1,24.1,0,low,0,12192.0,1020.0,10.3
